nom_client,id_neobrain_client,id_neobrain_competence,code_competence,nom_competence,referentiel_competence,type_referentiel_competence,type_referentiel_competence_detaille,groupe_competence,type_groupe_competence,date_mise_a_jour,maitrise_moyenne,motivation_moyenne,maitrise_moyenne_note_manager,nb_collaborateurs_actifs,nb_collaborateur_a_reskiller,nb_metier_possedant_ce_metier,categorie_detention,gamme_detention,description_niveau_1,description_niveau_2,description_niveau_3,description_niveau_4
OPT - NC,620,21967755,COMP584,Sens de l'innovation/Créativité,OPT-NC 2025,Customer,OPT - NC,Savoir être,,2025-09-03 13:38:47,3.1,3.41,,66.0,8.0,8.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967667,COMP496,Diagnostiquer,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:36,3.24,3.45,,233.0,22.0,13.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967503,COMP332,Certificat d'aptitude à la conduite en sécurité (Caces),OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:19,4.0,4.0,,5.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967314,COMP143,Connaissance des régles d'urbanisme des différentes zones d'interventions,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:05,2.8,3.07,,17.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967300,COMP129,"Techniques de modélisations statistiques (tris croisés, typologies, scoring...).",OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-03-29 23:02:11,3.0,3.67,,6.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967649,COMP478,"Concevoir un support, un document",OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:34,2.69,2.94,,25.0,2.0,3.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967652,COMP481,Conduire un entretien,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:34,2.79,3.02,,90.0,8.0,4.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,22020761,COMP608,Connaissance d'outils mathématiques et statistiques pertinents du domaine.,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-04 22:19:54,3.56,2.9,,10.0,4.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967638,COMP467,Argumenter,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:32,3.1,3.21,,95.0,4.0,4.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967716,COMP545,Planifier,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-10-29 03:13:25,3.29,3.28,,47.0,1.0,7.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967706,COMP535,"Mettre en œuvre une règle, une norme, une procédure, un protocole",OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:40,3.14,3.3,,113.0,8.0,7.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967238,COMP67,"Environnements/frameworks: o Linux, Windows o Java/J2EE, TypeScript/Javascript, SpringBoot, Angular, IONIC, Bootstrap, Gitlab, Github, Jenkins, SonarQube, Artifactory, Ansible/Tower",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:02,,,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967225,COMP54,Techniques commerciales,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-03-12 00:00:40,,,,,,1.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967704,COMP533,Mettre en forme un document,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:40,3.0,3.23,,30.0,5.0,1.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967475,COMP304,Communication écrite et orale,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:16,,,,2.0,0.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967774,COMP603,"Professionnalisme - Respect des règles, des standards et des comportements attendus, tout en faisant preuve d'exemplarité et d'intégrité dans ses actions.",OPT-NC 2025,Customer,OPT - NC,Manager,,2025-09-03 13:38:49,2.67,3.29,,90.0,59.0,4.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967550,COMP379,Technologie et normes en bâtiment et génie civil.,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:23,3.0,3.5,,2.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967243,COMP72,Culture pluridisciplinaire,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-04 04:36:20,2.59,2.69,,46.0,2.0,2.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967644,COMP473,Commander,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:33,,,,,,,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967255,COMP84,Avoir une culture pluri-disciplinaire,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:03,3.67,3.33,,10.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967432,COMP261,"Modes opératoires et procédures en vigueur au sein de l'établissement,",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:13,3.0,3.44,,22.0,9.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967554,COMP383,Droit de la construction.,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:24,2.0,3.0,,2.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967320,COMP149,Connaissances de la réglementation de la formation profesionnelle continue,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:06,2.25,2.71,,10.0,4.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967689,COMP518,Gérer les relations medias,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:38,,,,,,,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967743,COMP572,Travailler en réseau,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:45,3.18,3.38,,180.0,15.0,14.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967259,COMP88,Connaissance des réseaux sociaux et site web,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-26 00:28:02,2.67,3.0,,10.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967720,COMP549,"Promouvoir une action, une démarche",OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:42,,,,,,,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967483,COMP312,"Connaissance des règles d'ingénierie, des matériels et équipements, des concepts et techniques d'architecture des réseaux.",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:17,2.0,3.0,,1.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967283,COMP112,Connaissance en droit du travail,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:04,2.0,2.33,,14.0,2.0,5.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967758,COMP587,Aptitude à l'écoute,OPT-NC 2025,Customer,OPT - NC,Savoir être,,2025-09-03 13:38:47,3.38,3.46,,234.0,11.0,28.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967723,COMP552,"Réaliser une étude, une tache, un travail",OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:42,,,,3.0,0.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967201,COMP30,"Environnement administratif, institutionnel et politique",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:01,3.13,3.06,,43.0,4.0,6.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967692,COMP521,Gérer une relation client,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:39,3.21,3.21,,137.0,9.0,7.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967293,COMP122,Connaissance de la démarché qualité,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:04,2.8,2.8,,7.0,2.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967665,COMP494,Démontrer,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:35,4.0,4.0,,4.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967606,COMP435,Connaissance des processus de l'entreprise applicables à la gestion des incidents.,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-26 00:28:02,3.25,3.37,,25.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967350,COMP179,"Connaissance des réseaux de télécommunications et de leurs caractéristiques (fonctionnalités, normes, standards et capacités)",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:07,3.07,3.47,,82.0,14.0,4.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967191,COMP20,Ordonnanceur $Universe,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:01,1.0,3.0,,9.0,1.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967316,COMP145,"Matériel télécom, postal et services OPT",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:06,3.0,3.0,,2.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967675,COMP504,Elaborer une méthode,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:37,2.92,2.85,,37.0,3.0,5.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967487,COMP316,Connaissance du ou des matériels et équipements relevant de son périmètre d'activité.,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-25 23:48:57,3.31,3.43,,168.0,16.0,3.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967175,COMP4,Utilisation des logiciels spécialisés en approvisionnement et logistique,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:01,2.33,1.83,,10.0,3.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967661,COMP490,Coordonner,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-10-29 03:13:24,3.16,3.19,,96.0,17.0,12.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967456,COMP285,"Techniques de bâtiment, second oeuvre",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:15,2.33,4.0,,3.0,2.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967252,COMP81,Connaissance des produits et services de l'OPT-NC,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:03,3.03,3.32,,446.0,52.0,8.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967460,COMP289,"Règles d'entretien et de gestion écoresponsable d'un bâtiment (tri sélectif, économies d'eau, etc.)",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:15,2.57,2.67,,8.0,3.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967765,COMP594,Faculté d'adaptation,OPT-NC 2025,Customer,OPT - NC,Savoir être,,2025-09-03 13:38:48,3.42,3.45,,575.0,23.0,47.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967326,COMP155,Réglementation postale,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:06,3.0,3.33,,49.0,1.0,2.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967662,COMP491,Décider,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:35,3.21,3.36,,25.0,2.0,3.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967327,COMP156,Réglementation douanière,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-01-30 04:13:36,2.31,2.76,,48.0,8.0,3.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967427,COMP256,Systèmes d'Information Géographique,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:13,3.43,3.71,,9.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967730,COMP559,Représenter,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:43,3.32,3.23,,48.0,0.0,5.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967559,COMP388,Gérer des risques,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:24,,,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967698,COMP527,Maîtriser les délais,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:39,3.18,3.39,,141.0,34.0,15.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967555,COMP384,Maîtrise du management des projets (PMBoK...) et des méthodes agiles (Scrum),OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:24,,,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967594,COMP423,Notions en informatique de réseau.,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:28,3.0,2.8,,6.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967307,COMP136,Maitrise des SIG et des outils de gestion logistique,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:05,,,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967198,COMP27,Réglementation des marchés publics,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:01,2.23,2.47,,135.0,43.0,14.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967560,COMP389,Architectures techniques et infrastructures des systèmes d'information,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:24,,2.0,,1.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
